Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2019-08-01 00:00:00-04,ND0114,N,20,59.29,0.99%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:05:00-04,ND0114,N,16,57.32,0.77%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:10:00-04,ND0114,N,25,56.06,1.24%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:15:00-04,ND0114,N,21,56.71,1.02%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:20:00-04,ND0114,N,23,57.64,1.28%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:25:00-04,ND0114,N,27,57.98,1.14%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:30:00-04,ND0114,N,19,55.93,1.02%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:35:00-04,ND0114,N,18,56.58,0.85%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:40:00-04,ND0114,N,19,54.17,0.98%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:45:00-04,ND0114,N,24,52.36,1.41%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:50:00-04,ND0114,N,24,59.33,1.06%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 00:55:00-04,ND0114,N,9,54.51,0.55%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:00:00-04,ND0114,N,12,54.96,0.58%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:05:00-04,ND0114,N,16,49.87,1.22%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:10:00-04,ND0114,N,11,59.16,0.76%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:15:00-04,ND0114,N,9,55.66,0.38%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:20:00-04,ND0114,N,11,57.48,0.54%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:25:00-04,ND0114,N,12,58.08,0.68%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:30:00-04,ND0114,N,9,53.99,0.42%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:35:00-04,ND0114,N,12,55.19,0.60%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:40:00-04,ND0114,N,13,58.87,0.53%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:45:00-04,ND0114,N,9,55.42,0.93%,1,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:50:00-04,ND0114,N,7,56.74,0.34%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 01:55:00-04,ND0114,N,9,56.74,0.38%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:00:00-04,ND0114,N,10,57.97,0.39%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:05:00-04,ND0114,N,7,56.51,0.44%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:10:00-04,ND0114,N,10,61.51,0.49%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:15:00-04,ND0114,N,6,56.85,0.53%,1,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:20:00-04,ND0114,N,7,55.53,0.43%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:25:00-04,ND0114,N,3,60.39,0.12%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:30:00-04,ND0114,N,8,51.20,0.33%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:35:00-04,ND0114,N,7,57.84,0.35%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:40:00-04,ND0114,N,9,59.90,0.54%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:45:00-04,ND0114,N,8,54.06,0.38%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:50:00-04,ND0114,N,14,55.08,0.86%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 02:55:00-04,ND0114,N,12,56.66,0.70%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 03:00:00-04,ND0114,N,4,62.40,0.17%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 03:05:00-04,ND0114,N,3,59.24,0.21%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 03:10:00-04,ND0114,N,8,60.04,0.54%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
2019-08-01 03:15:00-04,ND0114,N,8,60.15,0.57%,2,ND0114 - I95 AT EXIT 8 US202,10125.1,2016-02-19 12:00:54-05,
