Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2019-08-01 00:00:00-04,ND0091,N,17,70.62,0.92%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:05:00-04,ND0091,N,23,69.78,1.17%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:10:00-04,ND0091,N,27,68.59,1.35%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:15:00-04,ND0091,N,25,66.82,1.30%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:20:00-04,ND0091,N,21,67.67,1.22%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:25:00-04,ND0091,N,27,69.52,1.21%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:30:00-04,ND0091,N,22,67.29,1.08%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:35:00-04,ND0091,N,20,65.02,1.19%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:40:00-04,ND0091,N,18,64.98,0.97%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:45:00-04,ND0091,N,20,64.22,1.17%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:50:00-04,ND0091,N,29,68.93,1.63%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 00:55:00-04,ND0091,N,14,68.82,0.84%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:00:00-04,ND0091,N,12,65.71,0.56%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:05:00-04,ND0091,N,15,64.16,1.17%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:10:00-04,ND0091,N,13,71.70,0.81%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:15:00-04,ND0091,N,10,69.16,0.50%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:20:00-04,ND0091,N,10,67.89,0.50%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:25:00-04,ND0091,N,13,70.80,0.71%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:30:00-04,ND0091,N,8,70.74,0.38%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:35:00-04,ND0091,N,12,64.64,0.65%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:40:00-04,ND0091,N,13,68.15,0.61%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:45:00-04,ND0091,N,11,69.09,0.56%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:50:00-04,ND0091,N,8,68.91,0.75%,1,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 01:55:00-04,ND0091,N,13,57.06,1.15%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:00:00-04,ND0091,N,10,72.03,0.46%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:05:00-04,ND0091,N,8,68.21,0.48%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:10:00-04,ND0091,N,9,74.96,0.45%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:15:00-04,ND0091,N,9,67.80,0.82%,1,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:20:00-04,ND0091,N,7,67.68,0.43%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:25:00-04,ND0091,N,3,68.74,0.15%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:30:00-04,ND0091,N,10,61.12,0.45%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:35:00-04,ND0091,N,9,67.45,0.48%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:40:00-04,ND0091,N,8,74.28,0.54%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:45:00-04,ND0091,N,7,65.11,0.68%,1,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:50:00-04,ND0091,N,18,66.30,1.08%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 02:55:00-04,ND0091,N,11,67.45,0.69%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:00:00-04,ND0091,N,4,72.99,0.17%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:05:00-04,ND0091,N,4,67.96,0.28%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:10:00-04,ND0091,N,8,69.17,0.59%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:15:00-04,ND0091,N,4,66.46,0.58%,1,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:20:00-04,ND0091,N,11,69.21,0.65%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:25:00-04,ND0091,N,12,68.46,0.59%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:30:00-04,ND0091,N,13,73.19,0.55%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:35:00-04,ND0091,N,10,70.17,0.46%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:40:00-04,ND0091,N,15,68.96,0.87%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:45:00-04,ND0091,N,10,69.58,0.82%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:50:00-04,ND0091,N,13,71.53,0.92%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 03:55:00-04,ND0091,N,10,70.25,0.64%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:00:00-04,ND0091,N,13,67.48,0.60%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:05:00-04,ND0091,N,8,66.59,0.43%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:10:00-04,ND0091,N,11,71.95,0.48%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:15:00-04,ND0091,N,13,69.12,0.62%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:20:00-04,ND0091,N,17,70.82,0.87%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:25:00-04,ND0091,N,21,71.57,1.08%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:30:00-04,ND0091,N,18,69.07,1.04%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:35:00-04,ND0091,N,23,73.00,1.25%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:40:00-04,ND0091,N,22,68.88,1.07%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:45:00-04,ND0091,N,23,70.27,1.10%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:50:00-04,ND0091,N,22,70.44,0.94%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 04:55:00-04,ND0091,N,29,68.37,1.49%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:00:00-04,ND0091,N,34,72.72,1.70%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:05:00-04,ND0091,N,27,73.01,1.31%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:10:00-04,ND0091,N,40,71.61,1.77%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:15:00-04,ND0091,N,47,75.40,1.98%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:20:00-04,ND0091,N,46,76.45,2.09%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:25:00-04,ND0091,N,48,74.28,2.03%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:30:00-04,ND0091,N,64,73.96,2.94%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:35:00-04,ND0091,N,57,73.91,2.53%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:40:00-04,ND0091,N,66,71.42,3.10%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:45:00-04,ND0091,N,72,73.53,3.06%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:50:00-04,ND0091,N,66,72.29,3.33%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 05:55:00-04,ND0091,N,63,75.24,2.77%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:00:00-04,ND0091,N,67,74.13,3.00%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:05:00-04,ND0091,N,82,73.46,4.00%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:10:00-04,ND0091,N,93,75.23,4.09%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:15:00-04,ND0091,N,107,74.16,4.72%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:20:00-04,ND0091,N,90,75.69,3.94%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:25:00-04,ND0091,N,71,72.06,3.38%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:30:00-04,ND0091,N,100,74.35,4.46%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:35:00-04,ND0091,N,111,74.36,4.75%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:40:00-04,ND0091,N,93,73.48,4.45%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:45:00-04,ND0091,N,104,72.83,4.86%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:50:00-04,ND0091,N,121,70.95,5.79%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 06:55:00-04,ND0091,N,100,74.09,4.63%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:00:00-04,ND0091,N,124,73.50,5.72%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:05:00-04,ND0091,N,102,72.89,4.55%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:10:00-04,ND0091,N,123,74.20,5.39%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:15:00-04,ND0091,N,104,73.40,4.62%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:20:00-04,ND0091,N,126,71.91,5.75%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:25:00-04,ND0091,N,112,73.57,5.31%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:30:00-04,ND0091,N,93,73.72,4.01%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:35:00-04,ND0091,N,141,71.65,6.94%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:40:00-04,ND0091,N,111,72.39,5.34%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:45:00-04,ND0091,N,96,74.46,4.40%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:50:00-04,ND0091,N,94,71.19,4.46%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 07:55:00-04,ND0091,N,92,71.60,4.42%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:00:00-04,ND0091,N,91,66.16,4.69%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:05:00-04,ND0091,N,94,67.28,4.51%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:10:00-04,ND0091,N,101,71.00,4.91%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:15:00-04,ND0091,N,88,71.52,4.13%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:20:00-04,ND0091,N,117,71.31,5.39%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:25:00-04,ND0091,N,89,70.60,4.18%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:30:00-04,ND0091,N,106,65.22,5.47%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:35:00-04,ND0091,N,109,69.18,5.13%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:40:00-04,ND0091,N,101,67.07,5.01%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:45:00-04,ND0091,N,104,71.41,4.77%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:50:00-04,ND0091,N,131,71.20,6.49%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 08:55:00-04,ND0091,N,101,71.46,4.61%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:00:00-04,ND0091,N,112,70.84,5.10%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:05:00-04,ND0091,N,104,69.33,5.33%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:10:00-04,ND0091,N,131,70.76,6.09%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:15:00-04,ND0091,N,146,66.43,7.64%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:20:00-04,ND0091,N,110,68.01,5.53%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:25:00-04,ND0091,N,114,70.20,5.54%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:30:00-04,ND0091,N,119,70.38,5.94%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:35:00-04,ND0091,N,88,71.94,4.13%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:40:00-04,ND0091,N,92,67.93,5.09%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:45:00-04,ND0091,N,112,64.17,5.89%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:50:00-04,ND0091,N,102,65.18,5.37%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 09:55:00-04,ND0091,N,110,69.80,5.41%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:00:00-04,ND0091,N,104,70.24,5.19%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:05:00-04,ND0091,N,99,71.60,4.82%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:10:00-04,ND0091,N,98,69.55,4.77%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:15:00-04,ND0091,N,121,71.05,5.89%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:20:00-04,ND0091,N,83,70.20,4.02%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:25:00-04,ND0091,N,101,71.12,4.86%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:30:00-04,ND0091,N,83,71.34,3.94%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:35:00-04,ND0091,N,130,71.43,6.35%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:40:00-04,ND0091,N,110,69.93,5.44%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:45:00-04,ND0091,N,113,69.32,6.05%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:50:00-04,ND0091,N,104,70.01,5.33%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 10:55:00-04,ND0091,N,109,70.02,5.35%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:00:00-04,ND0091,N,94,70.44,4.47%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:05:00-04,ND0091,N,90,69.73,4.38%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:10:00-04,ND0091,N,127,69.51,6.20%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:15:00-04,ND0091,N,115,71.23,5.73%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:20:00-04,ND0091,N,108,70.50,5.13%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:25:00-04,ND0091,N,121,71.11,5.84%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:30:00-04,ND0091,N,93,71.45,4.40%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:35:00-04,ND0091,N,129,68.78,6.53%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:40:00-04,ND0091,N,124,68.94,5.99%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:45:00-04,ND0091,N,103,72.14,4.79%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:50:00-04,ND0091,N,146,70.99,6.70%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 11:55:00-04,ND0091,N,128,70.97,6.10%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:00:00-04,ND0091,N,136,70.29,6.37%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:05:00-04,ND0091,N,126,70.50,5.77%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:10:00-04,ND0091,N,151,69.46,7.67%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:15:00-04,ND0091,N,142,70.25,6.67%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:20:00-04,ND0091,N,149,69.21,7.28%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:25:00-04,ND0091,N,121,70.64,5.75%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:30:00-04,ND0091,N,146,70.33,6.91%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:35:00-04,ND0091,N,140,70.86,6.75%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:40:00-04,ND0091,N,148,70.79,7.46%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:45:00-04,ND0091,N,139,72.16,6.31%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:50:00-04,ND0091,N,146,70.22,7.47%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 12:55:00-04,ND0091,N,128,68.28,6.11%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:00:00-04,ND0091,N,124,70.49,5.89%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:05:00-04,ND0091,N,137,70.20,6.26%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:10:00-04,ND0091,N,138,71.17,6.51%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:15:00-04,ND0091,N,139,70.76,6.57%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:20:00-04,ND0091,N,154,70.58,7.15%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:25:00-04,ND0091,N,125,70.97,6.03%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:30:00-04,ND0091,N,139,70.01,6.69%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:35:00-04,ND0091,N,130,69.60,6.42%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:40:00-04,ND0091,N,146,68.22,7.48%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:45:00-04,ND0091,N,159,69.27,7.54%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
2019-08-01 13:50:00-04,ND0091,N,133,70.95,6.43%,2,ND0091 - I95 AT TALLEY ROAD,8959.1,2015-05-18 13:04:24-04,
