,Timestamp,Volume
0,2017-01-01 00:00:00,69.3
1,2017-01-01 00:05:00,69.6
2,2017-01-01 00:10:00,69.5
3,2017-01-01 00:15:00,68.9
4,2017-01-01 00:20:00,69.1
5,2017-01-01 00:25:00,69.1
6,2017-01-01 00:30:00,69.3
7,2017-01-01 00:35:00,68.8
8,2017-01-01 00:40:00,68.8
9,2017-01-01 00:45:00,68.8
10,2017-01-01 00:50:00,68.6
11,2017-01-01 00:55:00,68.3
12,2017-01-01 01:00:00,68.9
13,2017-01-01 01:05:00,68.1
14,2017-01-01 01:10:00,68.2
15,2017-01-01 01:15:00,68.4
16,2017-01-01 01:20:00,68.0
17,2017-01-01 01:25:00,68.6
18,2017-01-01 01:30:00,68.5
19,2017-01-01 01:35:00,68.4
20,2017-01-01 01:40:00,68.5
21,2017-01-01 01:45:00,68.5
22,2017-01-01 01:50:00,68.2
23,2017-01-01 01:55:00,67.0
24,2017-01-01 02:00:00,65.6
25,2017-01-01 02:05:00,66.8
26,2017-01-01 02:10:00,67.3
27,2017-01-01 02:15:00,68.2
28,2017-01-01 02:20:00,68.1
29,2017-01-01 02:25:00,68.1
30,2017-01-01 02:30:00,68.0
31,2017-01-01 02:35:00,67.6
32,2017-01-01 02:40:00,68.2
33,2017-01-01 02:45:00,68.1
34,2017-01-01 02:50:00,68.1
35,2017-01-01 02:55:00,67.9
36,2017-01-01 03:00:00,68.5
37,2017-01-01 03:05:00,67.6
38,2017-01-01 03:10:00,68.2
39,2017-01-01 03:15:00,68.5
40,2017-01-01 03:20:00,68.0
41,2017-01-01 03:25:00,68.4
42,2017-01-01 03:30:00,67.7
43,2017-01-01 03:35:00,67.0
44,2017-01-01 03:40:00,68.1
45,2017-01-01 03:45:00,67.8
46,2017-01-01 03:50:00,67.8
47,2017-01-01 03:55:00,68.7
48,2017-01-01 04:00:00,67.5
49,2017-01-01 04:05:00,67.5
50,2017-01-01 04:10:00,67.2
51,2017-01-01 04:15:00,68.5
52,2017-01-01 04:20:00,68.0
53,2017-01-01 04:25:00,67.9
54,2017-01-01 04:30:00,68.5
55,2017-01-01 04:35:00,68.3
56,2017-01-01 04:40:00,68.3
57,2017-01-01 04:45:00,69.0
58,2017-01-01 04:50:00,67.7
59,2017-01-01 04:55:00,68.5
60,2017-01-01 05:00:00,68.0
61,2017-01-01 05:05:00,68.1
62,2017-01-01 05:10:00,68.7
63,2017-01-01 05:15:00,68.2
64,2017-01-01 05:20:00,68.8
65,2017-01-01 05:25:00,68.8
66,2017-01-01 05:30:00,67.2
67,2017-01-01 05:35:00,68.1
68,2017-01-01 05:40:00,67.0
69,2017-01-01 05:45:00,68.0
70,2017-01-01 05:50:00,67.9
71,2017-01-01 05:55:00,68.1
72,2017-01-01 06:00:00,68.3
73,2017-01-01 06:05:00,68.0
74,2017-01-01 06:10:00,68.8
75,2017-01-01 06:15:00,68.2
76,2017-01-01 06:20:00,67.5
77,2017-01-01 06:25:00,66.6
78,2017-01-01 06:30:00,67.4
79,2017-01-01 06:35:00,67.9
80,2017-01-01 06:40:00,65.8
81,2017-01-01 06:45:00,67.0
82,2017-01-01 06:50:00,67.6
83,2017-01-01 06:55:00,67.7
84,2017-01-01 07:00:00,68.1
85,2017-01-01 07:05:00,67.8
86,2017-01-01 07:10:00,68.6
87,2017-01-01 07:15:00,68.6
88,2017-01-01 07:20:00,68.4
89,2017-01-01 07:25:00,68.5
90,2017-01-01 07:30:00,68.5
91,2017-01-01 07:35:00,68.3
92,2017-01-01 07:40:00,68.2
93,2017-01-01 07:45:00,68.4
94,2017-01-01 07:50:00,68.6
95,2017-01-01 07:55:00,67.8
96,2017-01-01 08:00:00,68.3
97,2017-01-01 08:05:00,65.8
98,2017-01-01 08:10:00,67.5
99,2017-01-01 08:15:00,68.2
100,2017-01-01 08:20:00,68.8
101,2017-01-01 08:25:00,66.8
102,2017-01-01 08:30:00,68.3
103,2017-01-01 08:35:00,68.5
104,2017-01-01 08:40:00,69.0
105,2017-01-01 08:45:00,69.3
106,2017-01-01 08:50:00,68.3
107,2017-01-01 08:55:00,68.9
108,2017-01-01 09:00:00,69.2
109,2017-01-01 09:05:00,69.3
110,2017-01-01 09:10:00,68.4
111,2017-01-01 09:15:00,68.5
112,2017-01-01 09:20:00,68.0
113,2017-01-01 09:25:00,68.9
114,2017-01-01 09:30:00,68.5
115,2017-01-01 09:35:00,68.3
116,2017-01-01 09:40:00,68.4
117,2017-01-01 09:45:00,67.8
118,2017-01-01 09:50:00,68.0
119,2017-01-01 09:55:00,68.1
120,2017-01-01 10:00:00,67.7
121,2017-01-01 10:05:00,67.3
122,2017-01-01 10:10:00,67.0
123,2017-01-01 10:15:00,67.2
124,2017-01-01 10:20:00,67.2
125,2017-01-01 10:25:00,67.2
126,2017-01-01 10:30:00,67.1
127,2017-01-01 10:35:00,66.6
128,2017-01-01 10:40:00,66.5
129,2017-01-01 10:45:00,66.5
130,2017-01-01 10:50:00,66.2
131,2017-01-01 10:55:00,66.2
132,2017-01-01 11:00:00,66.6
133,2017-01-01 11:05:00,66.8
134,2017-01-01 11:10:00,66.0
135,2017-01-01 11:15:00,66.5
136,2017-01-01 11:20:00,67.0
137,2017-01-01 11:25:00,66.6
138,2017-01-01 11:30:00,66.6
139,2017-01-01 11:35:00,66.3
140,2017-01-01 11:40:00,65.7
141,2017-01-01 11:45:00,66.1
142,2017-01-01 11:50:00,65.8
143,2017-01-01 11:55:00,66.3
144,2017-01-01 12:00:00,65.7
145,2017-01-01 12:05:00,66.2
146,2017-01-01 12:10:00,66.9
147,2017-01-01 12:15:00,65.9
148,2017-01-01 12:20:00,66.3
149,2017-01-01 12:25:00,66.9
150,2017-01-01 12:30:00,66.1
151,2017-01-01 12:35:00,66.2
152,2017-01-01 12:40:00,65.8
153,2017-01-01 12:45:00,65.7
154,2017-01-01 12:50:00,65.3
155,2017-01-01 12:55:00,65.7
156,2017-01-01 13:00:00,66.3
157,2017-01-01 13:05:00,65.3
158,2017-01-01 13:10:00,65.5
159,2017-01-01 13:15:00,66.0
160,2017-01-01 13:20:00,65.7
161,2017-01-01 13:25:00,66.0
162,2017-01-01 13:30:00,65.9
163,2017-01-01 13:35:00,66.0
164,2017-01-01 13:40:00,65.0
165,2017-01-01 13:45:00,65.2
166,2017-01-01 13:50:00,65.4
167,2017-01-01 13:55:00,65.5
168,2017-01-01 14:00:00,66.1
169,2017-01-01 14:05:00,66.1
170,2017-01-01 14:10:00,66.4
171,2017-01-01 14:15:00,66.3
172,2017-01-01 14:20:00,66.3
173,2017-01-01 14:25:00,66.0
174,2017-01-01 14:30:00,66.4
175,2017-01-01 14:35:00,66.3
176,2017-01-01 14:40:00,67.1
177,2017-01-01 14:45:00,66.8
178,2017-01-01 14:50:00,67.4
179,2017-01-01 14:55:00,66.9
180,2017-01-01 15:00:00,67.1
181,2017-01-01 15:05:00,66.7
182,2017-01-01 15:10:00,66.5
183,2017-01-01 15:15:00,66.1
184,2017-01-01 15:20:00,66.5
185,2017-01-01 15:25:00,65.5
186,2017-01-01 15:30:00,66.2
187,2017-01-01 15:35:00,66.7
188,2017-01-01 15:40:00,66.5
189,2017-01-01 15:45:00,66.6
190,2017-01-01 15:50:00,67.0
191,2017-01-01 15:55:00,66.3
192,2017-01-01 16:00:00,66.7
193,2017-01-01 16:05:00,66.7
194,2017-01-01 16:10:00,66.8
195,2017-01-01 16:15:00,66.6
196,2017-01-01 16:20:00,66.6
197,2017-01-01 16:25:00,67.3
198,2017-01-01 16:30:00,66.9
199,2017-01-01 16:35:00,66.7
200,2017-01-01 16:40:00,66.9
201,2017-01-01 16:45:00,66.8
202,2017-01-01 16:50:00,65.2
203,2017-01-01 16:55:00,65.5
204,2017-01-01 17:00:00,65.3
205,2017-01-01 17:05:00,64.4
206,2017-01-01 17:10:00,64.5
207,2017-01-01 17:15:00,63.2
208,2017-01-01 17:20:00,63.6
209,2017-01-01 17:25:00,62.5
210,2017-01-01 17:30:00,62.5
211,2017-01-01 17:35:00,62.7
212,2017-01-01 17:40:00,63.0
213,2017-01-01 17:45:00,63.3
214,2017-01-01 17:50:00,63.3
215,2017-01-01 17:55:00,63.8
216,2017-01-01 18:00:00,64.4
217,2017-01-01 18:05:00,64.9
218,2017-01-01 18:10:00,64.4
219,2017-01-01 18:15:00,64.2
220,2017-01-01 18:20:00,64.5
221,2017-01-01 18:25:00,64.4
222,2017-01-01 18:30:00,65.3
223,2017-01-01 18:35:00,65.0
224,2017-01-01 18:40:00,65.7
225,2017-01-01 18:45:00,66.0
226,2017-01-01 18:50:00,64.5
227,2017-01-01 18:55:00,64.6
228,2017-01-01 19:00:00,66.4
229,2017-01-01 19:05:00,68.0
230,2017-01-01 19:10:00,68.9
231,2017-01-01 19:15:00,69.5
232,2017-01-01 19:20:00,69.5
233,2017-01-01 19:25:00,68.2
234,2017-01-01 19:30:00,66.7
235,2017-01-01 19:35:00,67.6
236,2017-01-01 19:40:00,69.1
237,2017-01-01 19:45:00,69.3
238,2017-01-01 19:50:00,69.2
239,2017-01-01 19:55:00,69.1
240,2017-01-01 20:00:00,69.1
241,2017-01-01 20:05:00,69.4
242,2017-01-01 20:10:00,69.4
243,2017-01-01 20:15:00,69.9
244,2017-01-01 20:20:00,69.5
245,2017-01-01 20:25:00,67.4
246,2017-01-01 20:30:00,68.0
247,2017-01-01 20:35:00,68.2
248,2017-01-01 20:40:00,67.1
249,2017-01-01 20:45:00,68.5
250,2017-01-01 20:50:00,68.0
251,2017-01-01 20:55:00,68.3
252,2017-01-01 21:00:00,68.6
253,2017-01-01 21:05:00,69.1
254,2017-01-01 21:10:00,68.5
255,2017-01-01 21:15:00,68.9
256,2017-01-01 21:20:00,69.1
257,2017-01-01 21:25:00,69.0
258,2017-01-01 21:30:00,68.9
259,2017-01-01 21:35:00,68.9
260,2017-01-01 21:40:00,68.7
261,2017-01-01 21:45:00,69.3
262,2017-01-01 21:50:00,69.8
263,2017-01-01 21:55:00,69.3
264,2017-01-01 22:00:00,68.3
265,2017-01-01 22:05:00,67.5
266,2017-01-01 22:10:00,67.7
267,2017-01-01 22:15:00,68.5
268,2017-01-01 22:20:00,68.3
269,2017-01-01 22:25:00,68.3
270,2017-01-01 22:30:00,68.9
271,2017-01-01 22:35:00,68.6
272,2017-01-01 22:40:00,69.3
273,2017-01-01 22:45:00,69.4
274,2017-01-01 22:50:00,69.6
275,2017-01-01 22:55:00,68.9
276,2017-01-01 23:00:00,68.9
277,2017-01-01 23:05:00,68.3
278,2017-01-01 23:10:00,68.1
279,2017-01-01 23:15:00,68.2
280,2017-01-01 23:20:00,67.1
281,2017-01-01 23:25:00,68.0
282,2017-01-01 23:30:00,67.3
283,2017-01-01 23:35:00,67.7
284,2017-01-01 23:40:00,67.7
285,2017-01-01 23:45:00,69.0
286,2017-01-01 23:50:00,68.4
287,2017-01-01 23:55:00,68.3
288,2017-01-02 00:00:00,68.1
289,2017-01-02 00:05:00,68.4
290,2017-01-02 00:10:00,68.9
291,2017-01-02 00:15:00,68.4
292,2017-01-02 00:20:00,68.4
293,2017-01-02 00:25:00,68.1
294,2017-01-02 00:30:00,68.4
295,2017-01-02 00:35:00,67.9
296,2017-01-02 00:40:00,67.7
297,2017-01-02 00:45:00,67.4
298,2017-01-02 00:50:00,68.6
299,2017-01-02 00:55:00,68.0
300,2017-01-02 01:00:00,68.8
301,2017-01-02 01:05:00,67.5
302,2017-01-02 01:10:00,68.6
303,2017-01-02 01:15:00,68.4
304,2017-01-02 01:20:00,67.8
305,2017-01-02 01:25:00,68.1
306,2017-01-02 01:30:00,67.6
307,2017-01-02 01:35:00,68.2
308,2017-01-02 01:40:00,68.0
309,2017-01-02 01:45:00,67.5
310,2017-01-02 01:50:00,67.8
311,2017-01-02 01:55:00,68.8
312,2017-01-02 02:00:00,67.4
313,2017-01-02 02:05:00,67.9
314,2017-01-02 02:10:00,67.6
315,2017-01-02 02:15:00,67.2
316,2017-01-02 02:20:00,67.7
317,2017-01-02 02:25:00,67.1
318,2017-01-02 02:30:00,67.4
319,2017-01-02 02:35:00,67.8
320,2017-01-02 02:40:00,68.8
321,2017-01-02 02:45:00,67.5
322,2017-01-02 02:50:00,67.9
323,2017-01-02 02:55:00,67.8
324,2017-01-02 03:00:00,67.3
325,2017-01-02 03:05:00,67.7
326,2017-01-02 03:10:00,67.7
327,2017-01-02 03:15:00,68.0
328,2017-01-02 03:20:00,68.3
329,2017-01-02 03:25:00,68.2
330,2017-01-02 03:30:00,69.4
331,2017-01-02 03:35:00,68.9
332,2017-01-02 03:40:00,69.4
333,2017-01-02 03:45:00,69.0
334,2017-01-02 03:50:00,67.8
335,2017-01-02 03:55:00,66.7
336,2017-01-02 04:00:00,67.0
337,2017-01-02 04:05:00,66.6
338,2017-01-02 04:10:00,67.6
339,2017-01-02 04:15:00,67.8
340,2017-01-02 04:20:00,68.6
341,2017-01-02 04:25:00,69.0
342,2017-01-02 04:30:00,69.0
343,2017-01-02 04:35:00,69.3
344,2017-01-02 04:40:00,69.9
345,2017-01-02 04:45:00,68.1
346,2017-01-02 04:50:00,69.0
347,2017-01-02 04:55:00,69.2
348,2017-01-02 05:00:00,69.3
349,2017-01-02 05:05:00,69.6
350,2017-01-02 05:10:00,69.8
351,2017-01-02 05:15:00,70.3
352,2017-01-02 05:20:00,70.1
353,2017-01-02 05:25:00,68.5
354,2017-01-02 05:30:00,67.6
355,2017-01-02 05:35:00,68.0
356,2017-01-02 05:40:00,69.0
357,2017-01-02 05:45:00,69.2
358,2017-01-02 05:50:00,69.3
359,2017-01-02 05:55:00,69.3
360,2017-01-02 06:00:00,68.3
361,2017-01-02 06:05:00,67.6
362,2017-01-02 06:10:00,67.2
363,2017-01-02 06:15:00,67.0
364,2017-01-02 06:20:00,65.7
365,2017-01-02 06:25:00,64.9
366,2017-01-02 06:30:00,64.8
367,2017-01-02 06:35:00,64.1
368,2017-01-02 06:40:00,62.7
369,2017-01-02 06:45:00,62.7
370,2017-01-02 06:50:00,62.0
371,2017-01-02 06:55:00,62.8
372,2017-01-02 07:00:00,63.1
373,2017-01-02 07:05:00,64.2
374,2017-01-02 07:10:00,63.8
375,2017-01-02 07:15:00,64.2
376,2017-01-02 07:20:00,63.5
377,2017-01-02 07:25:00,63.1
378,2017-01-02 07:30:00,62.8
379,2017-01-02 07:35:00,62.6
380,2017-01-02 07:40:00,62.5
381,2017-01-02 07:45:00,62.2
382,2017-01-02 07:50:00,62.8
383,2017-01-02 07:55:00,63.2
384,2017-01-02 08:00:00,62.6
385,2017-01-02 08:05:00,62.3
386,2017-01-02 08:10:00,62.0
387,2017-01-02 08:15:00,62.5
388,2017-01-02 08:20:00,61.2
389,2017-01-02 08:25:00,61.8
390,2017-01-02 08:30:00,62.3
391,2017-01-02 08:35:00,61.9
392,2017-01-02 08:40:00,62.3
393,2017-01-02 08:45:00,63.7
394,2017-01-02 08:50:00,62.7
395,2017-01-02 08:55:00,63.0
396,2017-01-02 09:00:00,63.5
397,2017-01-02 09:05:00,63.9
398,2017-01-02 09:10:00,64.7
399,2017-01-02 09:15:00,64.5
400,2017-01-02 09:20:00,64.8
401,2017-01-02 09:25:00,65.5
402,2017-01-02 09:30:00,64.9
403,2017-01-02 09:35:00,65.1
404,2017-01-02 09:40:00,65.3
405,2017-01-02 09:45:00,64.9
406,2017-01-02 09:50:00,65.0
407,2017-01-02 09:55:00,65.7
408,2017-01-02 10:00:00,65.2
409,2017-01-02 10:05:00,65.2
410,2017-01-02 10:10:00,65.4
411,2017-01-02 10:15:00,65.2
412,2017-01-02 10:20:00,65.6
413,2017-01-02 10:25:00,65.6
414,2017-01-02 10:30:00,64.9
415,2017-01-02 10:35:00,64.6
416,2017-01-02 10:40:00,64.4
417,2017-01-02 10:45:00,65.2
418,2017-01-02 10:50:00,65.5
419,2017-01-02 10:55:00,65.0
420,2017-01-02 11:00:00,65.7
421,2017-01-02 11:05:00,65.8
422,2017-01-02 11:10:00,65.3
423,2017-01-02 11:15:00,65.1
424,2017-01-02 11:20:00,64.8
425,2017-01-02 11:25:00,64.0
426,2017-01-02 11:30:00,64.8
427,2017-01-02 11:35:00,63.5
428,2017-01-02 11:40:00,63.4
429,2017-01-02 11:45:00,64.7
430,2017-01-02 11:50:00,65.1
431,2017-01-02 11:55:00,65.1
432,2017-01-02 12:00:00,64.9
433,2017-01-02 12:05:00,64.2
434,2017-01-02 12:10:00,64.7
435,2017-01-02 12:15:00,64.6
436,2017-01-02 12:20:00,65.0
437,2017-01-02 12:25:00,65.6
438,2017-01-02 12:30:00,65.1
439,2017-01-02 12:35:00,65.1
440,2017-01-02 12:40:00,65.3
441,2017-01-02 12:45:00,66.7
442,2017-01-02 12:50:00,64.7
443,2017-01-02 12:55:00,66.0
444,2017-01-02 13:00:00,65.8
445,2017-01-02 13:05:00,66.0
446,2017-01-02 13:10:00,66.9
447,2017-01-02 13:15:00,65.6
448,2017-01-02 13:20:00,65.7
449,2017-01-02 13:25:00,65.7
450,2017-01-02 13:30:00,65.5
451,2017-01-02 13:35:00,65.5
452,2017-01-02 13:40:00,64.9
453,2017-01-02 13:45:00,65.9
454,2017-01-02 13:50:00,65.9
455,2017-01-02 13:55:00,65.7
456,2017-01-02 14:00:00,65.5
457,2017-01-02 14:05:00,65.6
458,2017-01-02 14:10:00,65.3
459,2017-01-02 14:15:00,65.4
460,2017-01-02 14:20:00,65.1
461,2017-01-02 14:25:00,65.7
462,2017-01-02 14:30:00,65.6
463,2017-01-02 14:35:00,65.7
464,2017-01-02 14:40:00,65.6
465,2017-01-02 14:45:00,65.7
466,2017-01-02 14:50:00,65.7
467,2017-01-02 14:55:00,67.1
468,2017-01-02 15:00:00,66.9
469,2017-01-02 15:05:00,67.2
470,2017-01-02 15:10:00,66.8
471,2017-01-02 15:15:00,67.0
472,2017-01-02 15:20:00,66.3
473,2017-01-02 15:25:00,66.5
474,2017-01-02 15:30:00,67.2
475,2017-01-02 15:35:00,67.8
476,2017-01-02 15:40:00,67.1
477,2017-01-02 15:45:00,66.3
478,2017-01-02 15:50:00,67.5
479,2017-01-02 15:55:00,66.6
480,2017-01-02 16:00:00,65.8
481,2017-01-02 16:05:00,66.7
482,2017-01-02 16:10:00,66.6
483,2017-01-02 16:15:00,66.7
484,2017-01-02 16:20:00,67.2
485,2017-01-02 16:25:00,67.8
486,2017-01-02 16:30:00,67.8
487,2017-01-02 16:35:00,67.0
488,2017-01-02 16:40:00,67.0
489,2017-01-02 16:45:00,67.1
490,2017-01-02 16:50:00,67.4
491,2017-01-02 16:55:00,68.0
492,2017-01-02 17:00:00,67.5
493,2017-01-02 17:05:00,66.9
494,2017-01-02 17:10:00,67.3
