,Timestamp,Speed
0,2017-01-01 00:00:00,68.8
1,2017-01-01 00:05:00,68.4
2,2017-01-01 00:10:00,68.4
3,2017-01-01 00:15:00,68.4
4,2017-01-01 00:20:00,68.4
5,2017-01-01 00:25:00,68.3
6,2017-01-01 00:30:00,68.5
7,2017-01-01 00:35:00,68.3
8,2017-01-01 00:40:00,68.3
9,2017-01-01 00:45:00,68.3
10,2017-01-01 00:50:00,68.4
11,2017-01-01 00:55:00,68.3
12,2017-01-01 01:00:00,68.3
13,2017-01-01 01:05:00,68.3
14,2017-01-01 01:10:00,68.2
15,2017-01-01 01:15:00,68.3
16,2017-01-01 01:20:00,68.3
17,2017-01-01 01:25:00,68.3
18,2017-01-01 01:30:00,68.2
19,2017-01-01 01:35:00,68.3
20,2017-01-01 01:40:00,68.2
21,2017-01-01 01:45:00,68.3
22,2017-01-01 01:50:00,68.2
23,2017-01-01 01:55:00,68.3
24,2017-01-01 02:00:00,68.3
25,2017-01-01 02:05:00,68.2
26,2017-01-01 02:10:00,68.3
27,2017-01-01 02:15:00,68.4
28,2017-01-01 02:20:00,68.3
29,2017-01-01 02:25:00,68.4
30,2017-01-01 02:30:00,68.5
31,2017-01-01 02:35:00,68.3
32,2017-01-01 02:40:00,68.4
33,2017-01-01 02:45:00,68.0
34,2017-01-01 02:50:00,68.3
35,2017-01-01 02:55:00,68.1
36,2017-01-01 03:00:00,68.4
37,2017-01-01 03:05:00,68.1
38,2017-01-01 03:10:00,68.0
39,2017-01-01 03:15:00,68.1
40,2017-01-01 03:20:00,68.1
41,2017-01-01 03:25:00,68.2
42,2017-01-01 03:30:00,67.9
43,2017-01-01 03:35:00,68.2
44,2017-01-01 03:40:00,68.0
45,2017-01-01 03:45:00,68.0
46,2017-01-01 03:50:00,67.9
47,2017-01-01 03:55:00,68.0
48,2017-01-01 04:00:00,68.1
49,2017-01-01 04:05:00,68.0
50,2017-01-01 04:10:00,68.0
51,2017-01-01 04:15:00,67.9
52,2017-01-01 04:20:00,68.2
53,2017-01-01 04:25:00,68.1
54,2017-01-01 04:30:00,68.1
55,2017-01-01 04:35:00,68.0
56,2017-01-01 04:40:00,67.8
57,2017-01-01 04:45:00,68.1
58,2017-01-01 04:50:00,68.1
59,2017-01-01 04:55:00,68.0
60,2017-01-01 05:00:00,68.1
61,2017-01-01 05:05:00,68.1
62,2017-01-01 05:10:00,68.2
63,2017-01-01 05:15:00,68.1
64,2017-01-01 05:20:00,67.9
65,2017-01-01 05:25:00,68.0
66,2017-01-01 05:30:00,68.2
67,2017-01-01 05:35:00,67.9
68,2017-01-01 05:40:00,68.0
69,2017-01-01 05:45:00,68.1
70,2017-01-01 05:50:00,68.0
71,2017-01-01 05:55:00,68.1
72,2017-01-01 06:00:00,67.9
73,2017-01-01 06:05:00,67.9
74,2017-01-01 06:10:00,67.9
75,2017-01-01 06:15:00,68.1
76,2017-01-01 06:20:00,68.1
77,2017-01-01 06:25:00,68.1
78,2017-01-01 06:30:00,68.1
79,2017-01-01 06:35:00,68.0
80,2017-01-01 06:40:00,68.1
81,2017-01-01 06:45:00,68.2
82,2017-01-01 06:50:00,68.1
83,2017-01-01 06:55:00,68.5
84,2017-01-01 07:00:00,68.0
85,2017-01-01 07:05:00,67.8
86,2017-01-01 07:10:00,67.8
87,2017-01-01 07:15:00,68.0
88,2017-01-01 07:20:00,68.2
89,2017-01-01 07:25:00,68.3
90,2017-01-01 07:30:00,68.2
91,2017-01-01 07:35:00,68.2
92,2017-01-01 07:40:00,68.2
93,2017-01-01 07:45:00,68.1
94,2017-01-01 07:50:00,68.5
95,2017-01-01 07:55:00,68.5
96,2017-01-01 08:00:00,68.2
97,2017-01-01 08:05:00,68.1
98,2017-01-01 08:10:00,68.1
99,2017-01-01 08:15:00,68.0
100,2017-01-01 08:20:00,68.0
101,2017-01-01 08:25:00,67.9
102,2017-01-01 08:30:00,68.1
103,2017-01-01 08:35:00,68.0
104,2017-01-01 08:40:00,68.1
105,2017-01-01 08:45:00,68.1
106,2017-01-01 08:50:00,68.1
107,2017-01-01 08:55:00,68.2
108,2017-01-01 09:00:00,68.4
109,2017-01-01 09:05:00,68.5
110,2017-01-01 09:10:00,68.4
111,2017-01-01 09:15:00,68.3
112,2017-01-01 09:20:00,68.3
113,2017-01-01 09:25:00,68.5
114,2017-01-01 09:30:00,68.5
115,2017-01-01 09:35:00,68.4
116,2017-01-01 09:40:00,68.4
117,2017-01-01 09:45:00,68.6
118,2017-01-01 09:50:00,68.5
119,2017-01-01 09:55:00,68.4
120,2017-01-01 10:00:00,68.2
121,2017-01-01 10:05:00,68.1
122,2017-01-01 10:10:00,67.9
123,2017-01-01 10:15:00,68.0
124,2017-01-01 10:20:00,67.8
125,2017-01-01 10:25:00,67.7
126,2017-01-01 10:30:00,67.6
127,2017-01-01 10:35:00,67.6
128,2017-01-01 10:40:00,67.5
129,2017-01-01 10:45:00,67.7
130,2017-01-01 10:50:00,67.7
131,2017-01-01 10:55:00,67.7
132,2017-01-01 11:00:00,67.6
133,2017-01-01 11:05:00,67.6
134,2017-01-01 11:10:00,67.6
135,2017-01-01 11:15:00,67.6
136,2017-01-01 11:20:00,67.5
137,2017-01-01 11:25:00,67.5
138,2017-01-01 11:30:00,67.4
139,2017-01-01 11:35:00,67.5
140,2017-01-01 11:40:00,67.5
141,2017-01-01 11:45:00,67.4
142,2017-01-01 11:50:00,67.3
143,2017-01-01 11:55:00,67.4
144,2017-01-01 12:00:00,67.3
145,2017-01-01 12:05:00,67.3
146,2017-01-01 12:10:00,67.3
147,2017-01-01 12:15:00,67.3
148,2017-01-01 12:20:00,67.2
149,2017-01-01 12:25:00,67.1
150,2017-01-01 12:30:00,67.1
151,2017-01-01 12:35:00,67.2
152,2017-01-01 12:40:00,67.1
153,2017-01-01 12:45:00,66.9
154,2017-01-01 12:50:00,66.9
155,2017-01-01 12:55:00,66.8
156,2017-01-01 13:00:00,66.9
157,2017-01-01 13:05:00,66.8
158,2017-01-01 13:10:00,66.8
159,2017-01-01 13:15:00,66.7
160,2017-01-01 13:20:00,66.7
161,2017-01-01 13:25:00,66.7
162,2017-01-01 13:30:00,66.5
163,2017-01-01 13:35:00,66.4
164,2017-01-01 13:40:00,66.4
165,2017-01-01 13:45:00,66.5
166,2017-01-01 13:50:00,66.5
167,2017-01-01 13:55:00,66.5
168,2017-01-01 14:00:00,66.4
169,2017-01-01 14:05:00,66.5
170,2017-01-01 14:10:00,66.5
171,2017-01-01 14:15:00,66.4
172,2017-01-01 14:20:00,66.5
173,2017-01-01 14:25:00,66.5
174,2017-01-01 14:30:00,66.6
175,2017-01-01 14:35:00,66.4
176,2017-01-01 14:40:00,66.5
177,2017-01-01 14:45:00,66.7
178,2017-01-01 14:50:00,66.5
179,2017-01-01 14:55:00,66.8
180,2017-01-01 15:00:00,66.6
181,2017-01-01 15:05:00,66.6
182,2017-01-01 15:10:00,66.4
183,2017-01-01 15:15:00,66.6
184,2017-01-01 15:20:00,66.5
185,2017-01-01 15:25:00,66.6
186,2017-01-01 15:30:00,66.6
187,2017-01-01 15:35:00,66.5
188,2017-01-01 15:40:00,66.3
189,2017-01-01 15:45:00,66.6
190,2017-01-01 15:50:00,66.5
191,2017-01-01 15:55:00,66.5
192,2017-01-01 16:00:00,66.6
193,2017-01-01 16:05:00,66.7
194,2017-01-01 16:10:00,66.5
195,2017-01-01 16:15:00,66.1
196,2017-01-01 16:20:00,66.1
197,2017-01-01 16:25:00,66.2
198,2017-01-01 16:30:00,66.1
199,2017-01-01 16:35:00,66.1
200,2017-01-01 16:40:00,66.1
201,2017-01-01 16:45:00,65.9
202,2017-01-01 16:50:00,65.9
203,2017-01-01 16:55:00,65.8
204,2017-01-01 17:00:00,66.1
205,2017-01-01 17:05:00,66.2
206,2017-01-01 17:10:00,65.8
207,2017-01-01 17:15:00,65.8
208,2017-01-01 17:20:00,65.7
209,2017-01-01 17:25:00,65.3
210,2017-01-01 17:30:00,65.2
211,2017-01-01 17:35:00,65.0
212,2017-01-01 17:40:00,64.8
213,2017-01-01 17:45:00,64.5
214,2017-01-01 17:50:00,64.3
215,2017-01-01 17:55:00,64.4
216,2017-01-01 18:00:00,64.8
217,2017-01-01 18:05:00,64.5
218,2017-01-01 18:10:00,64.8
219,2017-01-01 18:15:00,64.8
220,2017-01-01 18:20:00,64.7
221,2017-01-01 18:25:00,64.8
222,2017-01-01 18:30:00,65.0
223,2017-01-01 18:35:00,65.1
224,2017-01-01 18:40:00,65.1
225,2017-01-01 18:45:00,65.3
226,2017-01-01 18:50:00,65.5
227,2017-01-01 18:55:00,65.6
228,2017-01-01 19:00:00,66.1
229,2017-01-01 19:05:00,66.4
230,2017-01-01 19:10:00,67.0
231,2017-01-01 19:15:00,67.0
232,2017-01-01 19:20:00,67.1
233,2017-01-01 19:25:00,67.2
234,2017-01-01 19:30:00,67.3
235,2017-01-01 19:35:00,67.3
236,2017-01-01 19:40:00,67.4
237,2017-01-01 19:45:00,67.3
238,2017-01-01 19:50:00,67.2
239,2017-01-01 19:55:00,67.4
240,2017-01-01 20:00:00,67.7
241,2017-01-01 20:05:00,67.7
242,2017-01-01 20:10:00,67.7
243,2017-01-01 20:15:00,67.7
244,2017-01-01 20:20:00,67.7
245,2017-01-01 20:25:00,67.9
246,2017-01-01 20:30:00,67.9
247,2017-01-01 20:35:00,67.9
248,2017-01-01 20:40:00,68.0
249,2017-01-01 20:45:00,68.0
250,2017-01-01 20:50:00,68.0
251,2017-01-01 20:55:00,68.1
252,2017-01-01 21:00:00,68.3
253,2017-01-01 21:05:00,68.4
254,2017-01-01 21:10:00,68.7
255,2017-01-01 21:15:00,68.8
256,2017-01-01 21:20:00,68.8
257,2017-01-01 21:25:00,68.9
258,2017-01-01 21:30:00,68.9
259,2017-01-01 21:35:00,68.9
260,2017-01-01 21:40:00,68.8
261,2017-01-01 21:45:00,68.7
262,2017-01-01 21:50:00,68.8
263,2017-01-01 21:55:00,68.9
264,2017-01-01 22:00:00,68.7
265,2017-01-01 22:05:00,68.7
266,2017-01-01 22:10:00,68.6
267,2017-01-01 22:15:00,68.5
268,2017-01-01 22:20:00,68.6
269,2017-01-01 22:25:00,68.9
270,2017-01-01 22:30:00,68.8
271,2017-01-01 22:35:00,69.0
272,2017-01-01 22:40:00,68.8
273,2017-01-01 22:45:00,69.0
274,2017-01-01 22:50:00,68.9
275,2017-01-01 22:55:00,68.8
276,2017-01-01 23:00:00,68.6
277,2017-01-01 23:05:00,68.7
278,2017-01-01 23:10:00,68.6
279,2017-01-01 23:15:00,68.5
280,2017-01-01 23:20:00,68.6
281,2017-01-01 23:25:00,68.7
282,2017-01-01 23:30:00,68.7
283,2017-01-01 23:35:00,68.7
284,2017-01-01 23:40:00,68.6
285,2017-01-01 23:45:00,68.5
286,2017-01-01 23:50:00,68.4
287,2017-01-01 23:55:00,68.5
288,2017-01-02 00:00:00,68.7
289,2017-01-02 00:05:00,68.4
290,2017-01-02 00:10:00,68.5
291,2017-01-02 00:15:00,68.3
292,2017-01-02 00:20:00,68.5
293,2017-01-02 00:25:00,68.2
294,2017-01-02 00:30:00,68.1
295,2017-01-02 00:35:00,68.2
296,2017-01-02 00:40:00,68.0
297,2017-01-02 00:45:00,68.1
298,2017-01-02 00:50:00,68.0
299,2017-01-02 00:55:00,68.1
300,2017-01-02 01:00:00,68.1
301,2017-01-02 01:05:00,68.1
302,2017-01-02 01:10:00,68.5
303,2017-01-02 01:15:00,68.1
304,2017-01-02 01:20:00,67.8
305,2017-01-02 01:25:00,67.8
306,2017-01-02 01:30:00,67.8
307,2017-01-02 01:35:00,67.8
308,2017-01-02 01:40:00,67.8
309,2017-01-02 01:45:00,67.7
310,2017-01-02 01:50:00,67.9
311,2017-01-02 01:55:00,67.9
312,2017-01-02 02:00:00,67.9
313,2017-01-02 02:05:00,68.0
314,2017-01-02 02:10:00,68.0
315,2017-01-02 02:15:00,68.0
316,2017-01-02 02:20:00,67.8
317,2017-01-02 02:25:00,67.7
318,2017-01-02 02:30:00,67.7
