,Timestamp,Speed
0,2017-01-01 00:00:00,69.1
1,2017-01-01 00:05:00,68.9
2,2017-01-01 00:10:00,69.5
3,2017-01-01 00:15:00,69.3
4,2017-01-01 00:20:00,69.4
5,2017-01-01 00:25:00,69.6
6,2017-01-01 00:30:00,68.9
7,2017-01-01 00:35:00,68.8
8,2017-01-01 00:40:00,68.9
9,2017-01-01 00:45:00,68.7
10,2017-01-01 00:50:00,69.0
11,2017-01-01 00:55:00,68.9
12,2017-01-01 01:00:00,69.2
13,2017-01-01 01:05:00,69.1
14,2017-01-01 01:10:00,68.8
15,2017-01-01 01:15:00,68.7
16,2017-01-01 01:20:00,69.0
17,2017-01-01 01:25:00,68.5
18,2017-01-01 01:30:00,69.0
19,2017-01-01 01:35:00,68.7
20,2017-01-01 01:40:00,68.6
21,2017-01-01 01:45:00,67.9
22,2017-01-01 01:50:00,68.9
23,2017-01-01 01:55:00,69.0
24,2017-01-01 02:00:00,68.3
25,2017-01-01 02:05:00,69.7
26,2017-01-01 02:10:00,68.2
27,2017-01-01 02:15:00,68.9
28,2017-01-01 02:20:00,68.9
29,2017-01-01 02:25:00,69.5
30,2017-01-01 02:30:00,68.5
31,2017-01-01 02:35:00,68.3
32,2017-01-01 02:40:00,69.7
33,2017-01-01 02:45:00,68.9
34,2017-01-01 02:50:00,69.1
35,2017-01-01 02:55:00,68.3
36,2017-01-01 03:00:00,69.9
37,2017-01-01 03:05:00,68.7
38,2017-01-01 03:10:00,68.4
39,2017-01-01 03:15:00,69.0
40,2017-01-01 03:20:00,69.2
41,2017-01-01 03:25:00,67.7
42,2017-01-01 03:30:00,68.2
43,2017-01-01 03:35:00,68.8
44,2017-01-01 03:40:00,67.2
45,2017-01-01 03:45:00,67.9
46,2017-01-01 03:50:00,68.1
47,2017-01-01 03:55:00,69.0
48,2017-01-01 04:00:00,68.7
49,2017-01-01 04:05:00,68.2
50,2017-01-01 04:10:00,69.3
51,2017-01-01 04:15:00,70.8
52,2017-01-01 04:20:00,68.9
53,2017-01-01 04:25:00,68.1
54,2017-01-01 04:30:00,68.2
55,2017-01-01 04:35:00,69.8
56,2017-01-01 04:40:00,67.6
57,2017-01-01 04:45:00,67.6
58,2017-01-01 04:50:00,68.6
59,2017-01-01 04:55:00,67.7
60,2017-01-01 05:00:00,67.9
61,2017-01-01 05:05:00,68.1
62,2017-01-01 05:10:00,68.6
63,2017-01-01 05:15:00,68.4
64,2017-01-01 05:20:00,68.5
65,2017-01-01 05:25:00,68.9
66,2017-01-01 05:30:00,68.6
67,2017-01-01 05:35:00,68.1
68,2017-01-01 05:40:00,68.1
69,2017-01-01 05:45:00,67.2
70,2017-01-01 05:50:00,67.4
71,2017-01-01 05:55:00,67.5
72,2017-01-01 06:00:00,68.1
73,2017-01-01 06:05:00,68.0
74,2017-01-01 06:10:00,68.0
75,2017-01-01 06:15:00,68.0
76,2017-01-01 06:20:00,68.6
77,2017-01-01 06:25:00,68.5
78,2017-01-01 06:30:00,68.7
79,2017-01-01 06:35:00,69.2
80,2017-01-01 06:40:00,68.9
81,2017-01-01 06:45:00,70.0
82,2017-01-01 06:50:00,69.7
83,2017-01-01 06:55:00,68.9
84,2017-01-01 07:00:00,69.2
85,2017-01-01 07:05:00,68.9
86,2017-01-01 07:10:00,66.5
87,2017-01-01 07:15:00,68.8
88,2017-01-01 07:20:00,69.1
89,2017-01-01 07:25:00,68.7
90,2017-01-01 07:30:00,68.9
91,2017-01-01 07:35:00,68.5
92,2017-01-01 07:40:00,68.8
93,2017-01-01 07:45:00,68.8
94,2017-01-01 07:50:00,68.7
95,2017-01-01 07:55:00,68.9
96,2017-01-01 08:00:00,68.0
97,2017-01-01 08:05:00,69.0
98,2017-01-01 08:10:00,68.4
99,2017-01-01 08:15:00,68.7
100,2017-01-01 08:20:00,68.9
101,2017-01-01 08:25:00,68.8
102,2017-01-01 08:30:00,68.8
103,2017-01-01 08:35:00,67.9
104,2017-01-01 08:40:00,68.5
105,2017-01-01 08:45:00,69.4
106,2017-01-01 08:50:00,69.6
107,2017-01-01 08:55:00,69.5
108,2017-01-01 09:00:00,69.0
109,2017-01-01 09:05:00,69.3
110,2017-01-01 09:10:00,69.7
111,2017-01-01 09:15:00,68.8
112,2017-01-01 09:20:00,69.3
113,2017-01-01 09:25:00,69.4
114,2017-01-01 09:30:00,69.5
115,2017-01-01 09:35:00,69.3
116,2017-01-01 09:40:00,69.5
117,2017-01-01 09:45:00,69.5
118,2017-01-01 09:50:00,69.3
119,2017-01-01 09:55:00,69.0
120,2017-01-01 10:00:00,69.9
121,2017-01-01 10:05:00,70.1
122,2017-01-01 10:10:00,69.1
123,2017-01-01 10:15:00,69.7
124,2017-01-01 10:20:00,70.0
125,2017-01-01 10:25:00,69.6
126,2017-01-01 10:30:00,69.2
127,2017-01-01 10:35:00,68.5
128,2017-01-01 10:40:00,68.8
129,2017-01-01 10:45:00,69.0
130,2017-01-01 10:50:00,69.5
131,2017-01-01 10:55:00,69.6
132,2017-01-01 11:00:00,68.9
133,2017-01-01 11:05:00,68.6
134,2017-01-01 11:10:00,68.6
135,2017-01-01 11:15:00,69.1
136,2017-01-01 11:20:00,68.9
137,2017-01-01 11:25:00,69.4
138,2017-01-01 11:30:00,69.3
139,2017-01-01 11:35:00,68.0
140,2017-01-01 11:40:00,68.5
141,2017-01-01 11:45:00,67.7
142,2017-01-01 11:50:00,66.1
143,2017-01-01 11:55:00,66.7
144,2017-01-01 12:00:00,65.8
145,2017-01-01 12:05:00,66.6
146,2017-01-01 12:10:00,66.7
147,2017-01-01 12:15:00,65.8
148,2017-01-01 12:20:00,65.9
149,2017-01-01 12:25:00,65.4
150,2017-01-01 12:30:00,64.2
151,2017-01-01 12:35:00,62.8
152,2017-01-01 12:40:00,64.0
153,2017-01-01 12:45:00,61.8
154,2017-01-01 12:50:00,62.0
155,2017-01-01 12:55:00,65.1
156,2017-01-01 13:00:00,65.9
157,2017-01-01 13:05:00,65.4
158,2017-01-01 13:10:00,63.4
159,2017-01-01 13:15:00,63.4
160,2017-01-01 13:20:00,63.6
161,2017-01-01 13:25:00,65.0
162,2017-01-01 13:30:00,64.5
163,2017-01-01 13:35:00,64.9
164,2017-01-01 13:40:00,64.7
165,2017-01-01 13:45:00,63.0
166,2017-01-01 13:50:00,63.3
167,2017-01-01 13:55:00,64.2
168,2017-01-01 14:00:00,65.1
169,2017-01-01 14:05:00,65.3
170,2017-01-01 14:10:00,65.2
171,2017-01-01 14:15:00,64.7
