Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2019-08-01 00:00:00-04,ND0123,N,47,67.52,1.52%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:05:00-04,ND0123,N,60,66.59,2.45%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:10:00-04,ND0123,N,38,66.23,1.15%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:15:00-04,ND0123,N,45,68.37,1.61%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:20:00-04,ND0123,N,45,69.14,1.34%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:25:00-04,ND0123,N,54,66.95,1.67%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:30:00-04,ND0123,N,41,67.16,1.27%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:35:00-04,ND0123,N,40,68.11,1.58%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:40:00-04,ND0123,N,43,69.44,1.52%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:45:00-04,ND0123,N,54,66.39,2.04%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:50:00-04,ND0123,N,41,66.63,1.48%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 00:55:00-04,ND0123,N,31,69.21,1.21%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:00:00-04,ND0123,N,30,68.06,1.20%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:05:00-04,ND0123,N,23,66.76,0.60%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:10:00-04,ND0123,N,36,67.06,1.41%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:15:00-04,ND0123,N,29,66.90,1.12%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:20:00-04,ND0123,N,21,58.79,1.19%,2,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:25:00-04,ND0123,N,32,65.38,1.34%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:30:00-04,ND0123,N,37,64.90,1.62%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:35:00-04,ND0123,N,31,65.80,1.10%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:40:00-04,ND0123,N,30,68.59,1.13%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:45:00-04,ND0123,N,29,68.32,0.89%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:50:00-04,ND0123,N,23,69.56,0.87%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 01:55:00-04,ND0123,N,30,67.75,1.28%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:00:00-04,ND0123,N,28,63.57,1.24%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:05:00-04,ND0123,N,27,68.16,1.12%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:10:00-04,ND0123,N,27,70.73,0.88%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:15:00-04,ND0123,N,19,66.03,1.06%,2,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:20:00-04,ND0123,N,24,69.16,0.92%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:25:00-04,ND0123,N,44,67.34,1.57%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:30:00-04,ND0123,N,35,65.86,1.31%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:35:00-04,ND0123,N,26,64.39,1.40%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:40:00-04,ND0123,N,29,67.70,1.10%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:45:00-04,ND0123,N,29,69.01,1.06%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:50:00-04,ND0123,N,23,66.29,1.35%,2,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 02:55:00-04,ND0123,N,29,68.03,0.94%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
2019-08-01 03:00:00-04,ND0123,N,24,66.25,1.05%,3,ND0123 - I495 NORTH OF TERMINAL AVE,8975.1,2015-05-18 13:04:34-04,
