Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2019-08-01 00:00:00-04,ND0104,N,24,62.20,1.27%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:05:00-04,ND0104,N,17,62.23,0.95%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:10:00-04,ND0104,N,18,67.87,0.92%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:15:00-04,ND0104,N,22,61.32,1.16%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:20:00-04,ND0104,N,21,61.31,1.14%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:25:00-04,ND0104,N,21,61.25,1.21%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:30:00-04,ND0104,N,25,65.06,1.11%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:35:00-04,ND0104,N,15,59.50,0.80%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:40:00-04,ND0104,N,15,55.48,0.85%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:45:00-04,ND0104,N,16,58.75,0.92%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:50:00-04,ND0104,N,21,59.61,1.21%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 00:55:00-04,ND0104,N,22,60.43,1.21%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:00:00-04,ND0104,N,11,59.95,0.69%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:05:00-04,ND0104,N,12,58.61,0.60%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:10:00-04,ND0104,N,13,60.58,0.81%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:15:00-04,ND0104,N,15,61.61,0.86%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:20:00-04,ND0104,N,10,60.17,0.63%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:25:00-04,ND0104,N,10,61.98,0.46%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:30:00-04,ND0104,N,10,61.65,0.70%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:35:00-04,ND0104,N,9,58.65,0.50%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:40:00-04,ND0104,N,12,53.88,0.67%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:45:00-04,ND0104,N,11,62.73,0.50%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:50:00-04,ND0104,N,11,61.31,0.56%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 01:55:00-04,ND0104,N,7,63.94,0.71%,1,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:00:00-04,ND0104,N,7,64.01,0.31%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:05:00-04,ND0104,N,7,62.53,0.32%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:10:00-04,ND0104,N,10,61.80,0.60%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:15:00-04,ND0104,N,12,64.52,0.59%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:20:00-04,ND0104,N,5,57.56,0.60%,1,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:25:00-04,ND0104,N,7,58.00,0.45%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:30:00-04,ND0104,N,3,58.84,0.29%,1,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:35:00-04,ND0104,N,8,58.24,0.35%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:40:00-04,ND0104,N,10,61.09,0.55%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:45:00-04,ND0104,N,6,66.30,0.75%,1,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:50:00-04,ND0104,N,9,56.51,0.54%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 02:55:00-04,ND0104,N,14,62.95,0.72%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 03:00:00-04,ND0104,N,10,64.78,0.47%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 03:05:00-04,ND0104,N,6,66.92,0.76%,1,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 03:10:00-04,ND0104,N,6,61.37,0.39%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
2019-08-01 03:15:00-04,ND0104,N,14,64.85,0.95%,2,ND0104 - I95 AT E AVON DR,8968.1,2015-05-18 13:04:30-04,
