Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2019-08-01 00:00:00-04,ND0100,N,25,62.45,0.97%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:05:00-04,ND0100,N,23,65.14,0.82%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:10:00-04,ND0100,N,24,66.14,0.71%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:15:00-04,ND0100,N,33,62.78,1.24%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:20:00-04,ND0100,N,22,63.10,0.73%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:25:00-04,ND0100,N,23,64.16,0.88%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:30:00-04,ND0100,N,27,64.60,0.84%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:35:00-04,ND0100,N,22,62.41,0.75%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:40:00-04,ND0100,N,21,59.56,0.85%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:45:00-04,ND0100,N,18,63.58,0.62%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:50:00-04,ND0100,N,29,61.52,1.15%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 00:55:00-04,ND0100,N,24,63.46,0.82%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:00:00-04,ND0100,N,12,63.41,0.77%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:05:00-04,ND0100,N,10,59.89,0.52%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:10:00-04,ND0100,N,17,52.89,1.24%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:15:00-04,ND0100,N,12,60.21,0.76%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:20:00-04,ND0100,N,9,51.76,0.62%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:25:00-04,ND0100,N,15,59.12,0.52%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:30:00-04,ND0100,N,13,56.43,1.15%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:35:00-04,ND0100,N,11,54.45,0.63%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:40:00-04,ND0100,N,12,53.05,0.75%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:45:00-04,ND0100,N,15,56.83,0.89%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:50:00-04,ND0100,N,6,58.06,0.39%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 01:55:00-04,ND0100,N,8,59.57,0.43%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:00:00-04,ND0100,N,11,51.86,0.72%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:05:00-04,ND0100,N,7,53.64,0.25%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:10:00-04,ND0100,N,14,55.13,0.94%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:15:00-04,ND0100,N,9,63.92,0.52%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:20:00-04,ND0100,N,6,55.81,0.45%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:25:00-04,ND0100,N,6,52.90,0.46%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:30:00-04,ND0100,N,3,62.89,0.35%,1,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:35:00-04,ND0100,N,9,45.79,0.49%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:40:00-04,ND0100,N,14,54.60,0.84%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:45:00-04,ND0100,N,8,69.60,0.52%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:50:00-04,ND0100,N,11,61.34,0.43%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 02:55:00-04,ND0100,N,11,62.54,0.40%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:00:00-04,ND0100,N,13,62.86,0.42%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:05:00-04,ND0100,N,6,67.85,0.36%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:10:00-04,ND0100,N,6,70.13,0.38%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:15:00-04,ND0100,N,14,67.36,0.64%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:20:00-04,ND0100,N,10,73.29,0.77%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:25:00-04,ND0100,N,8,63.86,0.25%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:30:00-04,ND0100,N,13,63.10,0.43%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:35:00-04,ND0100,N,16,62.40,0.51%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:40:00-04,ND0100,N,13,65.99,0.48%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:45:00-04,ND0100,N,10,64.41,0.35%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:50:00-04,ND0100,N,11,61.68,0.47%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 03:55:00-04,ND0100,N,15,68.59,1.00%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:00:00-04,ND0100,N,11,58.78,0.37%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:05:00-04,ND0100,N,15,64.77,0.55%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:10:00-04,ND0100,N,11,66.98,0.51%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:15:00-04,ND0100,N,12,64.96,0.45%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:20:00-04,ND0100,N,18,61.64,0.68%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:25:00-04,ND0100,N,21,66.34,0.69%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:30:00-04,ND0100,N,24,67.29,1.27%,2,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:35:00-04,ND0100,N,19,65.68,0.64%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:40:00-04,ND0100,N,28,65.40,1.00%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:45:00-04,ND0100,N,25,68.33,0.76%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:50:00-04,ND0100,N,24,67.59,0.69%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 04:55:00-04,ND0100,N,28,65.42,1.01%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:00:00-04,ND0100,N,36,66.60,1.14%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:05:00-04,ND0100,N,43,68.28,1.51%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:10:00-04,ND0100,N,29,68.01,0.83%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:15:00-04,ND0100,N,51,70.69,1.47%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:20:00-04,ND0100,N,55,73.95,1.59%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:25:00-04,ND0100,N,60,69.56,1.81%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:30:00-04,ND0100,N,69,68.04,1.95%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:35:00-04,ND0100,N,68,67.14,2.27%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:40:00-04,ND0100,N,65,64.19,2.08%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:45:00-04,ND0100,N,71,69.27,2.13%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:50:00-04,ND0100,N,77,69.49,2.32%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 05:55:00-04,ND0100,N,75,67.63,2.52%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:00:00-04,ND0100,N,83,72.07,2.46%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:05:00-04,ND0100,N,89,67.32,2.68%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:10:00-04,ND0100,N,103,70.59,3.12%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:15:00-04,ND0100,N,101,70.09,2.89%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:20:00-04,ND0100,N,114,71.77,3.24%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:25:00-04,ND0100,N,97,70.55,2.80%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:30:00-04,ND0100,N,102,68.55,3.11%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:35:00-04,ND0100,N,131,69.88,3.79%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:40:00-04,ND0100,N,101,70.70,2.86%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:45:00-04,ND0100,N,121,69.13,3.62%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:50:00-04,ND0100,N,128,68.41,4.02%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 06:55:00-04,ND0100,N,132,69.81,3.99%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:00:00-04,ND0100,N,129,67.92,3.99%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:05:00-04,ND0100,N,139,69.32,4.20%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:10:00-04,ND0100,N,129,68.79,3.81%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:15:00-04,ND0100,N,125,68.13,3.73%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:20:00-04,ND0100,N,142,68.48,4.23%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:25:00-04,ND0100,N,124,66.45,3.93%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
2019-08-01 07:30:00-04,ND0100,N,138,67.73,4.32%,3,ND0100 - I95 SOUTH OF HARVEY RD,8966.1,2015-05-18 13:04:29-04,
